AscensionNum	TaxoName	pValue	fdrCorrectedpVal	CohenEffectSize	foldChanges	Log2_FC	Mean0_tolerant	mean1_sensitive	sensitiveSample_1	sensitiveSample_2	sensitiveSample_3	sensitiveSample_4	sensitiveSample_5	sensitiveSample_6	sensitiveSample_7	sensitiveSample_8	sensitiveSample_9	sensitiveSample_10	sensitiveSample_11	sensitiveSample_12	sensitiveSample_13	sensitiveSample_14	sensitiveSample_15	sensitiveSample_16	sensitiveSample_17	sensitiveSample_18	sensitiveSample_19	sensitiveSample_20	sensitiveSample_21	sensitiveSample_22	sensitiveSample_23	sensitiveSample_24	sensitiveSample_25	sensitiveSample_26	sensitiveSample_27	sensitiveSample_28	sensitiveSample_29	sensitiveSample_30	sensitiveSample_31	sensitiveSample_32	sensitiveSample_33	sensitiveSample_34	sensitiveSample_35	sensitiveSample_36	sensitiveSample_37	sensitiveSample_38	tolerantSample_1	tolerantSample_2	tolerantSample_3	tolerantSample_4	tolerantSample_5	tolerantSample_6	tolerantSample_7	tolerantSample_8	tolerantSample_9	tolerantSample_10	tolerantSample_11	tolerantSample_12	tolerantSample_13	tolerantSample_14	tolerantSample_15	tolerantSample_16	tolerantSample_17	tolerantSample_18	tolerantSample_19	tolerantSample_20	tolerantSample_21	tolerantSample_22	tolerantSample_23	tolerantSample_24	tolerantSample_25	tolerantSample_26	tolerantSample_27	tolerantSample_28	tolerantSample_29	tolerantSample_30	tolerantSample_31	tolerantSample_32	tolerantSample_33	tolerantSample_34	tolerantSample_35	tolerantSample_36	tolerantSample_37	tolerantSample_38	tolerantSample_39	tolerantSample_40	tolerantSample_41	tolerantSample_42	tolerantSample_43	tolerantSample_44	tolerantSample_45	tolerantSample_46	tolerantSample_47	tolerantSample_48	tolerantSample_49	tolerantSample_50	tolerantSample_51	tolerantSample_52	tolerantSample_53	tolerantSample_54	tolerantSample_55	tolerantSample_56	tolerantSample_57	tolerantSample_58	tolerantSample_59	tolerantSample_60
ASN114	Alistipes_putredinis	0.253394299	0.512452283	0.201108361	0.564141469	-0.825871105	1.9234825	3.409574737	1.42772	3.73187	0	2.75329	0.48099	11.65576	0.01349	0.07575	0.24841	0.62707	1.07942	8.6244	0	0	0.88692	12.19143	9.56132	0	0	13.83389	6.45938	0.23401	0.58793	12.18574	14.86216	0	0	1.62391	1.13387	3.90973	2.07972	0.82859	12.85347	3.60743	1.76739	0.23878	0	0	0	5.10729	0.67392	4.67658	0.62092	2.84036	0	0	4.19547	3.40385	3.90363	0.05745	0.20671	4.04753	0	0.01329	1.68646	0	0.14951	6.41667	0	0	3.57285	1.69574	0.51324	0.04901	0.71044	1.50364	9.20553	1.51073	3.05024	1.31683	0	0	0	0	3.90055	10.79519	0.9749	3.70377	0.99186	10.0414	0	0	0.06157	0.47998	4.17373	4.26589	0	0	0	0.14993	8.44822	3.90546	0	0	0.08631	1.36515	0.56397	0.37318
ASN115	Alistipes_shahii	0.117361888	0.477731007	0.047227561	1.202026031	0.26546814	0.190529667	0.158507105	0.07215	0	0	0.02085	0.03934	0.82642	0	0	0	0.05551	0	0.10387	0	0	0.00236	0.00034	0.00037	0	0	0.76234	0.0967	0	0.01065	0.86917	0.72578	0	0	0.04238	0.05607	0.27871	0.5749	0.11119	1.31806	0	0	0.02497	0.03114	0	0.5348	0.29941	0.02107	0.12232	0.09683	0.00424	0	0	0.26526	0.13255	0.24361	0	0.03033	1.67479	0.28655	0.02771	0.07782	0.03927	0	0	0.84328	0.25997	0.08369	0.20698	0	0	0.016	0.04049	0.80085	0.16782	0.03077	0.00548	0.00436	0	0.01735	0.00443	0.19232	1.19628	0.03941	0.15274	0.03252	0.30061	0	0	0.00563	0.06295	1.5704	0.50957	0.14312	0.09885	0	0.20416	0.37721	0.2071	0	0.00088	0	0	0	0
ASN116	Parabacteroides_distasonis	0.866474652	0.923629972	0.088217139	0.754216591	-0.406949208	0.5028755	0.666752105	0	0.46091	0.28136	2.72903	0.0388	0.44672	0	0.00764	0	0.07869	0.58558	1.24107	0	0	0	2.16614	4.17283	0.35097	0.13289	1.6091	1.87178	0.0695	0.04247	1.18976	2.71755	0	0	0.406	0.48209	0.1123	0.11732	0.2914	1.19286	0.01987	0.02576	0.00836	2.48783	0	0	0.77565	0.00294	0.28907	0.05055	1.52666	0.09314	0.0767	0.61004	0	1.96465	0.28928	0.00527	0.60632	0.42126	4.1148	0.17391	0.65992	0.21396	0.08868	0	0	0.34868	1.32151	0.10782	0	0.06322	0.17284	0.2503	0.18656	1.39654	3.5266	3.6673	0.033	1.02575	0.08706	0.25763	0.30938	0	0	0.16248	0.82173	0.17093	0.26721	0.01296	0.02702	1.25175	0.92798	0.27823	0.31385	0.12109	0.19903	0.03826	0.12545	0.2618	0.10562	0.2008	0.08504	0	0.08431
ASN117	Parabacteroides_goldsteinii	0.368796427	0.628316216	0.128671681	17.5114156	4.130223809	0.026737167	0.001526842	0.05802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00292	0.66941	0	0	0	0	0	0	0	0	0	0	0	0	0	0.65751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASN118	Parabacteroides_johnsonii	0.005427581	0.109637135	0.192217176	inf	#VALUE!	0.078934833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0164	0	0	0	0	0	0	0.45251	0	0	0	0	1.19151	0	0.10556	0	0	0	0	0	0	0	0.02216	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21037	0.33604	0	0	0	0	0	0	0	0	1.41374	0.69477	0	0	0.16216	0.13087	0	0	0	0	0	0
ASN119	Parabacteroides_merdae	0.162206931	0.477731007	0.155966304	0.616454359	-0.697934011	1.094473833	1.775433684	0.68829	1.49938	0.44501	1.75247	0.14982	2.44169	2.65259	0	0.132	0	0.00185	0.48043	4.5849	0	0.41592	9.5532	9.73423	2.12896	0.2448	2.08589	7.38146	0.18254	0.31533	2.1036	9.9663	2.32318	0.97441	0	0	0.40376	1.4459	0	0	0	0	0.15266	0.95395	2.27196	0	1.33569	0	1.26524	0.86547	1.19187	0.42117	0	2.80661	0	1.41103	1.5641	0.05817	1.03585	0	5.48504	0	0	0	0.26865	0	0	1.23071	2.1621	0	0	1.01234	0.52337	6.7453	6.53716	2.03825	3.4663	2.8638	0.22143	0	0	2.53524	4.22785	0	0	0.21636	0.80998	4.61577	1.82878	0.02821	0.02881	3.10831	0.79482	0	0	0.04295	2.18062	0	0	0	0	0	0	0.01882	0.72226
ASN120	Kouleothrix_aurantiaca	0.006933461	0.12732355	0.157015441	5.294047619	2.404371172	0.000741167	0.00014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00532	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00144	0	0	0	0	0	0	0	0	0	0	0.0012	0	0	0	0.01558	0	0.00138	0	0	0.00104	0	0	0	0	0.00122	0.00147	0	0	0.00101	0	0.00727	0	0	0	0	0	0	0	0	0	0	0.00087	0.0025	0.00555	0	0.0017	0.00224	0	0
ASN121	Hydrogenibacillus_schlegelii	0.171486222	0.477731007	0.14663654	2.130829359	1.091415064	0.001410833	0.000662105	0.00248	0	0	0	0.00248	0	0	0	0	0.00949	0	0	0.00224	0	0.00484	0	0	0	0	0	0	0	0	0	0	0	0	0.00363	0	0	0	0	0	0	0	0	0	0	0	0.00341	0	0	0.00238	0	0	0	0	0	0	0	0.01118	0.00409	0	0	0	0.0044	0	0	0	0	0.00683	0	0	0	0	0.00522	0.00317	0.00707	0	0	0	0	0	0	0	0	0	0	0	0.00405	0	0	0.00268	0.00305	0	0	0	0	0	0	0	0.00198	0	0.0116	0.01101	0.00253	0	0
ASN122	Gemella_asaccharolytica	0.208912382	0.477731007	0.130256512	0	#NUM!	0	3.18E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASN123	Gemella_bergeri	0.389521038	0.628316216	0.058945545	1.931604697	0.949799877	0.0005195	0.000268947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01542	0	0	0.00977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00282	0	0	0	0	0	0	0	0.00316	0	0
ASN124	Gemella_haemolysans	0.708780985	0.853943075	0.139279376	0.509329618	-0.97332848	0.006879167	0.013506316	0.00975	0	0	0	0.00871	0	0	0.00847	0	0.00507	0.01508	0	0	0.05818	0.18621	0	0	0	0.01884	0.00516	0	0.00419	0.02717	0	0	0	0.01415	0.00273	0.00406	0	0	0.03329	0	0	0.11218	0	0	0	0	0	0.01152	0	0	0.00361	0.04543	0.02571	0.01151	0	0	0.00672	0.01546	0.0094	0	0.00682	0.01172	0.00915	0.00204	0.00933	0	0.02274	0.02553	0	0	0	0	0	0	0	0.01289	0	0.00545	0.04853	0.00618	0	0	0	0	0.00482	0	0.00632	0	0	0	0.00883	0.0031	0	0	0.00803	0.03693	0.01505	0.00138	0	0	0	0	0.01936	0	0.01919
ASN125	Gemella_morbillorum	0.307575817	0.577956419	0.000756634	0.994604841	-0.007804642	0.002393333	0.002406316	0.00121	0	0	0	0	0	0	0	0	0	0	0	0	0.00875	0.06316	0	0	0	0	0	0	0	0.0036	0	0	0	0	0	0	0	0	0	0	0	0.01472	0	0	0	0	0	0	0	0	0	0.02295	0	0	0.00232	0.00225	0	0.00154	0	0	0.00536	0	0	0	0	0	0.03862	0	0	0	0	0	0	0	0	0	0	0	0.02975	0	0	0	0	0	0	0	0	0	0	0.00555	0.00381	0	0	0	0	0.01878	0.00395	0.00216	0	0	0	0	0.00656	0	0
ASN126	Gemella_sanguinis	0.694533998	0.845155828	0.171571839	0.388763378	-1.363035773	0.0115475	0.029703158	0.02625	0	0	0	0.00416	0	0	0.02871	0	0.0551	0	0	0	0.15851	0.46433	0	0	0	0.01101	0	0	0.06631	0.0441	0	0	0	0	0.02338	0	0.0489	0.01349	0.0181	0	0.01195	0.14349	0.01093	0	0	0.00315	0	0.03549	0	0	0.01578	0.02037	0.02226	0	0.00872	0	0	0.0034	0.00491	0.00736	0.02055	0.0076	0.01041	0	0	0	0.05985	0.00889	0.04118	0.00942	0	0.00405	0	0	0	0.01042	0	0.00602	0.05077	0	0.00839	0.01269	0	0	0.00595	0.004	0.00698	0	0	0	0.0242	0.00834	0	0	0.00648	0.09325	0.0649	0	0.00169	0.00974	0.00333	0	0.05627	0.02575	0.01029
ASN128	Staphylococcus_epidermidis	0.426135255	0.628316216	0.082495791	inf	#VALUE!	0.000114667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASN129	Abiotrophia_defectiva	0.304818367	0.575451496	0.18457337	0.003274405	-8.25455144	1.03E-05	0.003155789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00062	0	0
ASN130	Abiotrophia_sp_HMSC24B09	0.609740581	0.787013402	0.18011055	0.026639426	-5.230293174	0.000116667	0.004379474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08017	0	0	0	0	0	0	0	0	0	0	0.00352	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASN131	Agitococcus_lubricus	0.257950157	0.512452283	0.104209982	inf	#VALUE!	0.000322333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01461	0	0	0	0	0	0	0	0	0.00473
ASN132	Carnobacterium_maltaromaticum	0.426135255	0.628316216	0.082495791	inf	#VALUE!	0.0005385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03231	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASN133	Granulicatella_adiacens	0.845034289	0.905553986	0.012781608	1.161533333	0.216030557	0.000152833	0.000131579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00357	0.0056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASN134	Granulicatella_elegans	0.804590513	0.887202803	0.124673271	0.319472638	-1.64623572	0.000521833	0.001633421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00567	0.02078	0	0	0	0	0	0	0	0	0.00117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00731	0	0	0	0	0	0	0	0	0	0	0	0.01419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00313	0.00156	0	0	0	0	0	0.00395	0	0
ASN135	Enterococcus_faecalis	0.754598212	0.853943075	0.074608957	10.57746835	3.402922464	0.0010995	0.000103947	0	0.00395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06597
ASN136	Enterococcus_faecium	0.163728864	0.477731007	0.137271293	inf	#VALUE!	0.007098667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09702	0	0	0	0	0	0.12445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASN137	Lactobacillus_acidophilus	0.426135255	0.628316216	0.082495791	inf	#VALUE!	4.07E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00244	0	0	0	0	0	0
ASN138	Lactobacillus_animalis	0.426135255	0.628316216	0.082495791	inf	#VALUE!	0.003263667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASN139	Lactobacillus_crispatus	0.027884727	0.25502834	0.159538589	0	#NUM!	0	0.001218947	0	0	0.00294	0	0	0	0	0	0	0	0	0.03731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASN140	Lactobacillus_curvatus	0.208912382	0.477731007	0.130256512	0	#NUM!	0	0.000319737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASN141	Lactobacillus_delbrueckii	0.426135255	0.628316216	0.082495791	inf	#VALUE!	0.0013165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASN142	Lactobacillus_fermentum	0.426135255	0.628316216	0.082495791	inf	#VALUE!	0.000216167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01297	0	0	0	0
ASN143	Lactobacillus_gasseri	0.074069604	0.360531564	0.185043789	0	#NUM!	0	0.001177895	0	0	0	0	0	0.02157	0	0	0	0	0	0	0	0.02319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASN144	Lactobacillus_helveticus	0.426135255	0.628316216	0.082495791	inf	#VALUE!	0.0006265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASN145	Lactobacillus_iners	0.208912382	0.477731007	0.130256512	0	#NUM!	0	1.13E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASN146	Lactobacillus_paragasseri	0.208912382	0.477731007	0.130256512	0	#NUM!	0	0.001428684	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASN147	Lactobacillus_plantarum	0.732086175	0.853943075	0.124584781	0.042087259	-4.57047264	6.58E-05	0.001564211	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASN148	Lactobacillus_reuteri	0.074069604	0.360531564	0.132453883	0	#NUM!	0	0.007453684	0.00469	0	0	0	0	0	0	0	0	0.27855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASN149	Lactobacillus_rhamnosus	0.163728864	0.477731007	0.138044155	inf	#VALUE!	0.006765333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19143	0	0	0	0	0	0	0	0	0	0	0	0.09547	0.11902	0	0	0	0	0	0
ASN150	Lactobacillus_rogosae	0.437253449	0.635433069	0.048106903	0.734253241	-0.445650365	0.01763	0.024010789	0	0	0.44859	0.00718	0.0012	0.01326	0	0	0	0	0.00273	0	0	0	0	0	0	0.21906	0	0.01069	0.13223	0	0.0459	0.02257	0	0	0	0	0	0	0	0.009	0	0	0	0	0	0	0	0	0	0.02189	0	0.02793	0.0048	0.00505	0	0	0	0	0.03438	0.0041	0.18438	0	0.00121	0	0	0	0.0015	0.00295	0	0	0	0	0.00115	0.01006	0	0	0.02592	0.22427	0	0.00417	0.0173	0.07321	0	0.31615	0	0	0	0	0	0	0	0.02706	0.00786	0	0.01268	0.04806	0	0	0	0.00172	0	0	0	0	0	0
ASN151	Lactobacillus_ruminis	0.010703922	0.144093832	0.181740728	0	#NUM!	0	0.236756579	0	0	1.88282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.12232	0.01601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASN152	Pediococcus_acidilactici	0.426135255	0.628316216	0.082495791	inf	#VALUE!	0.0072445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.43467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASN153	Sharpea_azabuensis	0.054048805	0.360531564	0.087939002	1.261887605	0.335583416	0.019539333	0.015484211	0	0.04037	0	0.00408	0.025	0	0	0.00867	0	0.0114	0.0233	0	0	0	0	0.00915	0	0.00616	0.07628	0	0	0.1212	0.0549	0.00971	0	0.01166	0.02473	0.00439	0.00707	0	0.03264	0.03666	0.00546	0.06872	0	0.00685	0	0	0	0.01588	0.04011	0	0.02492	0.04314	0.02177	0.0437	0.05599	0.00398	0.0134	0.00157	0.04065	0.02668	0.03303	0.00295	0	0.029	0.02592	0.03552	0	0	0.03269	0.01547	0.0253	0	0	0.00345	0.00879	0	0.00899	0.00698	0.03968	0.06991	0.04791	0.01565	0.06937	0.04521	0	0	0.03041	0.00227	0.00482	0.00163	0.01611	0.02066	0.01214	0	0.0409	0.08506	0	0.00521	0	0.00148	0.00654	0.02453	0	0.00728	0.01686	0.04885
ASN154	Weissella_cibaria	0.208912382	0.477731007	0.130256512	0	#NUM!	0	0.001193158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASN155	Weissella_confusa	0.208912382	0.477731007	0.130256512	0	#NUM!	0	0.01335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASN156	Lactococcus_lactis	0.824922138	0.89700651	0.151864165	2.969450197	1.570195836	0.036224167	0.012198947	0.00222	0	0.03593	0	0.17749	0	0	0.00115	0	0.00653	0.00228	0	0	0.06911	0.02823	0.01033	0.01393	0	0	0	0	0.0272	0	0	0	0	0	0	0.05149	0	0	0.01592	0.02175	0	0	0	0	0	0	0	0.06585	0	0	0.02397	0	0.05125	0.01081	0	0.01116	0	0	0	0	0	0.01119	0.02741	0	0.00316	0	0.57079	0	0	0.00404	0	0	0	0.01679	0	0	0	0.13685	0.16633	0.2977	0	0.27458	0	0	0	0.23532	0	0	0	0	0	0	0	0.18006	0.01755	0	0	0	0	0.03174	0	0	0	0.0124	0.0245
ASN157	Streptococcus_anginosus_group	0.617015936	0.787997174	0.094360034	3.648171558	1.867173575	0.0021265	0.000582895	0	0	0	0	0	0	0	0	0	0.00877	0	0	0	0	0	0	0	0	0	0	0	0.01251	0.00087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06882	0	0	0	0	0	0	0	0	0	0	0.03262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
